City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1654,Socorro,US,62.38,scattered clouds,31.6546,-106.3033,guarderia imss papalote
1655,Hukuntsi,BW,69.24,overcast clouds,-24.0,21.75,Entabeni Hotel
1656,San Ramon,US,64.74,clear sky,37.7799,-121.978,San Ramon Marriott
1657,Yako,BF,71.38,few clouds,12.9667,-2.2667,CADAAY
1664,Candolim,IN,71.6,clear sky,15.5181,73.7626,Resort Terra Paraiso
1666,Mazatlan,MX,73.02,overcast clouds,23.2167,-106.4167,Hotel Playamar
1670,Anloga,GH,73.62,overcast clouds,5.7947,0.8973,Pin Drop Hotel
1671,Ejido,VE,67.68,overcast clouds,8.5514,-71.2375,Bora Bora Nails & Spa C.A.
1675,Tagbac,PH,73.72,broken clouds,7.089,125.1567,Sitio Maupot Family Resort
1676,Douentza,ML,71.67,scattered clouds,14.9951,-2.9517,Ogomono Doumbo
1678,Ampanihy,MG,68.76,broken clouds,-24.7,44.75,Angora Hotel
1685,Ormara,PK,71.91,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
1687,Gummidipundi,IN,76.98,clear sky,13.4,80.15,Le Raj Courtyard
1689,Altagracia De Orituco,VE,69.98,broken clouds,9.8601,-66.3814,Posada Quinta Mi Refugio
1690,Dourbali,TD,64.09,few clouds,11.8091,15.8632,
1692,San Francisco,US,66.29,haze,37.7749,-122.4194,The Clift Royal Sonesta Hotel
1693,Jalingo,NG,70.84,broken clouds,8.8833,11.3667,Debright Motel
1694,Bandar-E Lengeh,IR,68.38,clear sky,26.5579,54.8807,کافی نت پارس
1696,Cacule,BR,68.41,broken clouds,-14.5033,-42.2222,Radar Palace Hotel
1697,Burgersdorp,ZA,70.59,overcast clouds,-30.9977,26.3286,DeKat Self Catering
1700,Brufut,GM,73.49,overcast clouds,13.3814,-16.7518,Sheraton Gambia Hotel Resort & Spa
1704,Alvorada,BR,71.94,overcast clouds,-12.48,-49.1247,Cristal Plaza Hotel
1705,Maydolong,PH,77.38,broken clouds,11.4992,125.5011,HACIENDA GUITORIA
1715,Kalianget,ID,79.79,overcast clouds,-7.05,113.9333,Pesanggrahan Garam
1720,Bermejillo,MX,77.04,broken clouds,25.8833,-103.6167,Hotel Mirador
1732,Juazeiro,BR,77.18,light rain,-9.4117,-40.4986,JB Hotel
1739,Chake Chake,TZ,78.01,broken clouds,-5.2459,39.7666,Hotel Archipelago
1741,Devonport,AU,75.02,few clouds,-41.1667,146.35,Gateway Hotel by Nightcap Plus
1742,Amboasary,MG,75.04,broken clouds,-25.0333,46.3833,DISCOVERY AMBOASARY
1747,Imbituba,BR,74.82,scattered clouds,-28.24,-48.6703,Praia Hotel Imbituba
1748,Nouakchott,MR,71.53,overcast clouds,18.0858,-15.9785,HOTEL IMAN
1751,Manta,EC,76.78,overcast clouds,-0.95,-80.7333,Balandra Hotel
1755,Magole,TZ,70.9,moderate rain,-6.3667,37.3667,Juma lubelwa
1756,Mahanje,TZ,62.82,overcast clouds,-9.9333,35.3333,
1764,Roura,GF,78.96,broken clouds,4.7263,-52.3274,Amazonie Découverte SARL
1766,Sampit,ID,75.04,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
1767,Cienfuegos,CU,64.54,clear sky,22.1461,-80.4356,Casa Claumar B2BPay
1768,Carauari,BR,74.16,overcast clouds,-4.8828,-66.8958,Hotel Fellip
1769,Okmulgee,US,62.38,clear sky,35.6234,-95.9605,"Holiday Inn Express & Suites Okmulgee, an IHG Hotel"
1771,Takaka,NZ,72.55,scattered clouds,-40.85,172.8,Golden Bay Motels
1773,Ngunguru,NZ,73.17,overcast clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
1777,Selma,US,67.03,clear sky,36.5708,-119.6121,"Holiday Inn Selma-Swancourt, an IHG Hotel"
1778,Bajil,YE,74.53,few clouds,15.0584,43.2851,فندق حضرموت
1779,Nchelenge,ZM,67.53,light rain,-9.3451,28.734,KD Travellers Home
1781,Kollam,IN,78.67,clear sky,8.8833,76.6,Nani Hotels and Resorts
1785,Takoradi,GH,78.28,broken clouds,4.8845,-1.7554,Raybow International Hotel
1789,Magadi,IN,68.34,clear sky,12.9667,77.2333,Gowdru Military Hotel Magadi
1790,Davila,PH,67.98,broken clouds,18.4726,120.5763,Blue Ridge Beach Resort
1791,Mossendjo,CG,69.44,light rain,-2.9506,12.7261,HOTEL D'ASSISE
1792,Weatherford,US,71.26,overcast clouds,32.7593,-97.7972,"Candlewood Suites Weatherford, an IHG Hotel"
1794,Ejutla De Crespo,MX,71.26,scattered clouds,16.5667,-96.7333,Hotel en ejutla
1795,Manggar,ID,79.34,broken clouds,-2.8833,108.2667,Guest Hotel
1797,Kipushi,CD,62.15,light rain,-11.7667,27.2333,Villa Madimba
1798,Dzilam Gonzalez,MX,66.06,clear sky,21.2833,-88.9333,posadas
1799,Brokopondo,SR,76.33,broken clouds,4.75,-55.1667,Matu Island
1800,Jutai,BR,77.25,overcast clouds,-5.1833,-68.9,
1807,Grand-Bourg,GP,76.95,few clouds,15.8835,-61.3148,Coco Beach Resort
1810,Panaba,MX,64.02,broken clouds,21.2833,-88.2667,Hotel California
1811,Pontes E Lacerda,BR,72.1,moderate rain,-15.2261,-59.3353,Hotel Bressan
1818,Chaah,MY,72.68,overcast clouds,2.249,103.048,OYO 90383 Chaah Homestay 1
1819,Tera,NE,70.95,scattered clouds,14.0078,0.7531,Hotel Dar es salam
1822,Minas,UY,75.67,clear sky,-34.3759,-55.2377,Hotel Minas
1823,Vavuniya,LK,73.67,scattered clouds,8.7514,80.4971,Thampa Hotel
1824,Villa Carlos Paz,AR,76.28,clear sky,-31.4241,-64.4978,Monte Carlo vcp
1825,Colesberg,ZA,69.44,overcast clouds,-30.72,25.0972,Bhelekazi Guesthouse
1826,Port Moresby,PG,76.42,broken clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
1828,Mattru,SL,73.15,few clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
1831,Mauriti,BR,77.31,broken clouds,-7.3892,-38.7744,Hotel Pedra da Letra
1835,Hueytown,US,60.89,clear sky,33.4512,-86.9967,Saddleridge Mobile Home Community | Notting Hill Apartments
1839,Minab,IR,61.12,clear sky,27.1467,57.0801,Bam campground
1844,Menongue,AO,62.28,overcast clouds,-14.6585,17.691,Ritz Lauca
1846,Japura,ID,73.81,broken clouds,-0.3167,102.35,Rumah mbah Jamah
1848,Ifakara,TZ,71.2,moderate rain,-8.1333,36.6833,Tanzanian Training Centre for International Health
1854,Marabba,SD,65.89,clear sky,12.35,32.1833,
1856,Ambulu,ID,77.85,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
1857,Dzaoudzi,YT,76.89,clear sky,-12.7887,45.2699,Le Rocher
1860,San Angelo,US,68.22,clear sky,31.4638,-100.437,"Motel 6 San Angelo, TX"
1865,Hope,US,65.55,clear sky,33.6671,-93.5916,Best Western Hope
1866,Codajas,BR,73.42,broken clouds,-3.8367,-62.0569,Atlântic Hotel
1867,Altamira,BR,72.59,overcast clouds,-3.2033,-52.2064,Requinte Hotel
1868,Villa Maria,AR,74.82,clear sky,-32.4075,-63.2402,Hotel Milenium
1872,Dutse,NG,60.22,clear sky,11.7594,9.3392,Central Mosque Galamawa
1883,Galle,LK,76.23,few clouds,6.0367,80.217,Amangalla
1884,Kang,BW,68.31,light rain,-23.6752,22.7876,Kang Ultra Stop
1889,Nabire,ID,78.28,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
1890,Chadiza,ZM,62.11,clear sky,-14.0678,32.4392,Sankhani Guest House
1897,Guayama,PR,78.15,clear sky,17.9841,-66.1138,Brandemar Hotel and Restaurant
1899,Urucui,BR,74.19,moderate rain,-7.2294,-44.5561,Hotel Premium Piauí
1902,Aloleng,PH,77.63,scattered clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
1903,Lagdo,CM,68.61,overcast clouds,9.05,13.7333,
1904,Parana,AR,74.46,clear sky,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
1908,Phan Thiet,VN,74.98,overcast clouds,10.9333,108.1,Hotel Saigon-PT
1912,Kalavad,IN,62.82,clear sky,22.2167,70.3833,Hetu Bapu Kadri
1918,Sri Aman,MY,75.25,moderate rain,1.2376,111.4621,Seri Simanggang Hotel
1922,Bahia Blanca,AR,63.5,scattered clouds,-38.7196,-62.2724,Hotel Argos
1924,Alugan,PH,78.66,broken clouds,12.2188,125.4808,JM Lodge
1927,Ranfurly,NZ,69.06,clear sky,-45.1333,170.1,Ranfurly Holiday Park Motels & Cabins
1928,Neuquen,AR,76.89,clear sky,-38.9516,-68.0591,Hotel del Comahue
1929,Guadalajara,MX,78.98,clear sky,20.6667,-103.3333,Hotel Aranzazú
1931,Urucara,BR,74.84,overcast clouds,-2.5364,-57.76,Pousada Maria Bonita
1933,General Roca,AR,77.4,clear sky,-39.0333,-67.5833,Hotel y Casino del Río General Roca
1935,Amalapuram,IN,63.34,few clouds,16.5833,82.0167,swayamprabha service apartments
1943,Lyantonde,UG,67.86,broken clouds,-0.4031,31.1572,Pals Panache Splendors
1946,Villa Del Rosario,CO,73.78,broken clouds,7.8339,-72.4742,Hotel Villas de San Diego
1948,Bontang,ID,77.25,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
1951,Port Shepstone,ZA,73.38,overcast clouds,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
1952,Ngerengere,TZ,72.73,light rain,-6.75,38.1167,
1953,Urbano Santos,BR,74.73,broken clouds,-3.2078,-43.4036,Pousada Santa Dulce
1954,Ngunut,ID,77.52,overcast clouds,-8.1058,112.0159,JON MALAKAM
1955,Tshikapa,CD,70.5,overcast clouds,-6.4167,20.8,Hôtel Tshia-Muntu de Tshikapa
1956,Chapada Dos Guimaraes,BR,65.86,moderate rain,-15.4606,-55.7497,Pousada Morro Dos Ventos
1957,Mwense,ZM,64.67,light rain,-10.3845,28.698,Mwense Council Guest House
1960,Prieska,ZA,69.58,broken clouds,-29.6641,22.7474,Avenue GuestHouse
1961,Sabya,SA,76.62,few clouds,17.1495,42.6254,Aseel Hotel Apartment
1962,Torres,BR,69.82,broken clouds,-29.3353,-49.7269,Farol Hotel
1963,Ribeira Brava,PT,65.12,clear sky,32.65,-17.0667,Hotel do Campo
1965,La Asuncion,VE,78.53,scattered clouds,11.0333,-63.8628,Colinas de Matasiete
1969,Rio Tercero,AR,77.45,few clouds,-32.173,-64.1141,"Hotel Vélez Sarsfield ""Low Cost"""
1970,Saint-Georges,GD,78.48,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
1972,Mtwara,TZ,75.49,scattered clouds,-10.2667,40.1833,TIL Hotels Mtwara
1973,Silvania,BR,73.36,overcast clouds,-16.6589,-48.6081,Hotel Dom Bosco
1974,Providencia,MX,77.2,scattered clouds,28.7167,-111.5833,
1975,Lumphat,KH,73.47,broken clouds,13.4878,106.9816,Lumphat Homestay
1979,Zacualpan,MX,75.7,clear sky,21.25,-105.1667,La Colorada B&B
1985,Camocim,BR,76.51,overcast clouds,-2.9022,-40.8411,Ilha Praia Hotel
1986,Cintalapa,MX,64.06,scattered clouds,16.6951,-93.7272,Casa Blanca Hotel Hacienda
1987,Karaton,ID,75.36,overcast clouds,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
1989,Xai-Xai,MZ,73.17,overcast clouds,-25.0519,33.6442,Complexo da Familia
1990,Paulo Afonso,BR,79.81,moderate rain,-9.4061,-38.2147,Pousada Ilha Bela
1991,Lavras,BR,67.93,light rain,-21.2453,-44.9997,Hotel Ouro Lavras
1993,Pitimbu,BR,79.39,scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
1998,Santa Isabel Do Rio Negro,BR,75.81,overcast clouds,-0.4139,-65.0192,Hotel GSA
1999,Sai Buri,TH,71.31,broken clouds,6.7013,101.6168,ร้าน​ เวดดิ้ง
2000,Palu,ID,79.39,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
2013,Wahiawa,US,77.32,scattered clouds,21.5028,-158.0236,Aloha Wahiawa
2014,Uige,AO,66.04,overcast clouds,-7.6087,15.0613,Hotel Catraio
2018,Diffa,NE,62.22,clear sky,13.3154,12.6113,ProDAF/Diffa
2019,Jinka,ET,66.76,overcast clouds,5.65,36.65,
2020,Tirumullaivasal,IN,78.31,broken clouds,11.2333,79.8333,Almupaark complex
2022,Vondrozo,MG,66.4,broken clouds,-22.8167,47.2833,
2024,Yomou,GN,68.16,broken clouds,7.5603,-9.2653,
2026,Isla Mujeres,MX,71.17,overcast clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
2027,Elmina,GH,77.74,overcast clouds,5.0898,-1.348,Esteem Kofi and Adjoa Guesthouse
2029,Dedougou,BF,73.53,scattered clouds,12.4667,-3.4667,Hôtel Bon Séjour
2035,Porto Novo,BJ,74.39,broken clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
2037,Uarini,BR,73.85,overcast clouds,-2.99,-65.1083,
2040,Kanel,SN,77.0,clear sky,15.4916,-13.1763,
2042,Barra Do Garcas,BR,71.28,overcast clouds,-15.89,-52.2567,Hotel Pousada Tropical
2043,Palmares Do Sul,BR,72.75,clear sky,-30.2578,-50.5097,Restaurante e Pensão Lopes
2051,Muana,BR,73.9,overcast clouds,-1.5283,-49.2167,Pousada Bella do Marajó
2052,Sawakin,SD,68.9,scattered clouds,19.1059,37.3321,فندق الدويم
